OTUs,Domain,Phylum,Class,Order,Family,Genus
C7742,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7743,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7744,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Empedobacter
C7745,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7746,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Sarcina
C7747,Bacteria,unclassified_Bacteria,,,,
C7748,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C7749,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,unclassified_Prevotellaceae
C7750,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7751,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
C7752,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7753,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7754,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7755,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas
C7756,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7757,Bacteria,Firmicutes,Bacilli,Lactobacillales,unclassified_Lactobacillales,
C7758,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7759,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella
C7760,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7761,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7762,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7763,Bacteria,unclassified_Bacteria,,,,
C7764,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C7765,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
C7766,Bacteria,unclassified_Bacteria,,,,
C7767,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7768,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7769,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7770,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7771,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7772,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7773,Bacteria,unclassified_Bacteria,,,,
C7774,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7775,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C7776,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,unclassified_Porphyromonadaceae
C7777,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Paenochrobactrum
C7778,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter
C7779,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unclassified_Sphingomonadaceae
C7780,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7781,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C7782,Bacteria,unclassified_Bacteria,,,,
C7783,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,unclassified_Halomonadaceae
C7784,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia
C7785,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia
C7786,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,unclassified_Staphylococcaceae
C7787,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella
C7788,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Mitsuokella
C7789,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C7790,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7791,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7792,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7793,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiracea_incertae_sedis
C7794,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium
C7795,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7796,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C7797,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7798,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7799,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7800,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella
C7801,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7802,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified_Bacillales,
C7803,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7804,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7805,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
C7806,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7807,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7808,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C7809,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7810,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7811,Bacteria,unclassified_Bacteria,,,,
C7812,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter
C7813,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7814,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7815,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
C7816,Bacteria,unclassified_Bacteria,,,,
C7817,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7818,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7819,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7820,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
C7821,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7822,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C7823,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7824,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7825,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
C7826,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7827,Bacteria,unclassified_Bacteria,,,,
C7828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C7829,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7830,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Wohlfahrtiimonas
C7831,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7832,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7833,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C7834,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7835,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7836,Bacteria,unclassified_Bacteria,,,,
C7837,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus
C7838,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7839,Bacteria,Firmicutes,Clostridia,unclassified_Clostridia,,
C7840,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,unclassified_Desulfobacteraceae
C7841,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7842,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7843,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Ignatzschineria
C7844,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7845,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7846,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7847,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_incertae_sedis
C7848,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified_Lachnospiraceae
C7849,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas
C7850,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia
C7851,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,unclassified_Clostridiaceae_1
C7852,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter
C7853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,unclassified_Rhizobiaceae
C7854,Bacteria,unclassified_Bacteria,,,,
C7855,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium_XlVa
C7856,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
C7857,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7858,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pelagibius
C7859,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7860,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pelagibius
C7861,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,unclassified_Sphingomonadales,
C7862,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C7863,Bacteria,unclassified_Bacteria,,,,
C7864,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_1,Bacillus
C7865,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7866,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C7867,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7868,Bacteria,unclassified_Bacteria,,,,
C7869,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7870,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7871,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7872,Bacteria,unclassified_Bacteria,,,,
C7873,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unclassified_Polyangiaceae
C7874,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7875,Bacteria,unclassified_Bacteria,,,,
C7876,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C7877,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,unclassified_Clostridiales_Incertae_Sedis_XI
C7878,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,unclassified_Flavobacteriales,
C7879,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7880,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7881,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,Iamiaceae,Iamia
C7882,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7883,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7884,Bacteria,unclassified_Bacteria,,,,
C7885,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7886,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C7887,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
C7888,Bacteria,unclassified_Bacteria,,,,
C7889,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C7890,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_incertae_sedis,unclassified_Rhizobiales_incertae_sedis
C7891,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7892,Bacteria,Firmicutes,unclassified_Firmicutes,,,
C7893,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified_Rhizobiales,
C7894,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7895,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7896,Bacteria,unclassified_Bacteria,,,,
C7897,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,unclassified_Microbacteriaceae
C7898,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Aeromicrobium
C7899,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,unclassified_Sphingobacteriales,
C7900,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7901,Bacteria,unclassified_Bacteria,,,,
C7902,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7903,Bacteria,unclassified_Bacteria,,,,
C7904,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unclassified_Rhodospirillaceae
C7905,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7906,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C7907,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7908,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified_Cryomorphaceae
C7909,Bacteria,Proteobacteria,Betaproteobacteria,unclassified_Betaproteobacteria,,
C7910,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
C7911,Bacteria,unclassified_Bacteria,,,,
C7912,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unclassified_Rhodocyclaceae
C7913,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
C7914,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7915,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7916,Bacteria,unclassified_Bacteria,,,,
C7917,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7918,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7919,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7920,Bacteria,unclassified_Bacteria,,,,
C7921,Bacteria,Bacteroidetes,unclassified_Bacteroidetes,,,
C7922,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,Isoptericola
C7923,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7924,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7925,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas
C7926,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
C7927,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,unclassified_Flavobacteriaceae
C7928,Bacteria,Actinobacteria,Actinobacteria,unclassified_Actinobacteria,,
C7929,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Sedimentibacter
C7930,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified_Ruminococcaceae
C7931,Bacteria,unclassified_Bacteria,,,,
C7932,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
C7933,Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Acholeplasma
C7934,Bacteria,unclassified_Bacteria,,,,
C7935,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,Gp3,Gp3
C7936,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C7937,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,
C7938,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified_Peptostreptococcaceae
C7939,Bacteria,unclassified_Bacteria,,,,
C7940,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7941,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,unclassified_Cryomorphaceae
C7942,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7943,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C7944,Bacteria,unclassified_Bacteria,,,,
C7945,Bacteria,unclassified_Bacteria,,,,
C7946,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7947,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudofulvimonas
C7948,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,unclassified_Actinomycetales,
C7949,Bacteria,unclassified_Bacteria,,,,
C7950,Bacteria,unclassified_Bacteria,,,,
C7951,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C7952,Bacteria,unclassified_Bacteria,,,,
C7953,Bacteria,unclassified_Bacteria,,,,
C7954,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7955,Bacteria,unclassified_Bacteria,,,,
C7956,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C7957,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Sphingobacteriaceae,unclassified_Sphingobacteriaceae
C7958,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unclassified_Alcaligenaceae
C7959,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7960,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudofulvimonas
C7961,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified_Rhodobacteraceae
C7962,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_III,Tepidanaerobacter
C7963,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7964,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,unclassified_Xanthomonadaceae
C7965,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7966,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified_Alphaproteobacteria,,
C7967,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7968,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XI,Tissierella
C7969,Bacteria,unclassified_Bacteria,,,,
C7970,Bacteria,Firmicutes,Clostridia,Clostridiales,Incertae_Sedis_XI,unclassified_Incertae_Sedis_XI
C7971,Bacteria,unclassified_Bacteria,,,,
C7972,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Cloacibacillus
C7973,Bacteria,unclassified_Bacteria,,,,
C7974,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae_2,unclassified_Bacillaceae_2
C7975,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7976,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7977,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces
C7978,Bacteria,unclassified_Bacteria,,,,
C7979,Bacteria,Bacteroidetes,Sphingobacteria,Sphingobacteriales,Chitinophagaceae,unclassified_Chitinophagaceae
C7980,Bacteria,TM7,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis,TM7_genera_incertae_sedis
C7981,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
C7982,Bacteria,unclassified_Bacteria,,,,
C7983,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified_Clostridiales,
C7984,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
C7985,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,unclassified_Pseudomonadaceae
C7986,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C7987,Bacteria,Proteobacteria,Gammaproteobacteria,unclassified_Gammaproteobacteria,,
C7988,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera
C7989,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,Gp6,Gp6
C7990,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unclassified_Myxococcales,
C7991,Bacteria,Proteobacteria,Deltaproteobacteria,unclassified_Deltaproteobacteria,,
C7992,Bacteria,Proteobacteria,unclassified_Proteobacteria,,,
